Date,fear_greed,fg_ma7,fg_ma14,fg_change,fg_change7,fg_extreme_fear,fg_extreme_greed
2025-01-14,63,73.28571428571429,74.42857142857143,-7.0,-13.0,0,0
2025-01-15,70,75.14285714285714,75.07142857142857,-5.0,-14.0,0,0
2025-01-16,75,77.14285714285714,75.21428571428571,0.0,0.0,0,0
2025-01-17,75,77.14285714285714,74.85714285714286,-2.0,0.0,0,0
2025-01-18,77,77.14285714285714,74.92857142857143,0.0,2.0,0,1
2025-01-19,77,76.85714285714286,74.28571428571429,1.0,4.0,0,1
2025-01-20,76,76.28571428571429,73.07142857142857,0.0,5.0,0,1
2025-01-21,76,75.57142857142857,70.78571428571429,-8.0,4.0,0,1
2025-01-22,84,75.0,70.5,9.0,12.0,0,1
2025-01-23,75,73.28571428571429,68.35714285714286,0.0,5.0,0,0
2025-01-24,75,72.57142857142857,66.5,0.0,-1.0,0,0
2025-01-25,75,72.71428571428571,64.28571428571429,2.0,7.0,0,0
2025-01-26,73,71.71428571428571,62.07142857142857,2.0,13.0,0,0
2025-01-27,71,69.85714285714286,60.142857142857146,-1.0,27.0,0,0
2025-01-28,72,66.0,58.142857142857146,0.0,0.0,0,0
2025-01-29,72,66.0,56.357142857142854,2.0,18.0,0,0
2025-01-30,70,63.42857142857143,54.5,-6.0,21.0,0,0
2025-01-31,76,60.42857142857143,53.07142857142857,8.0,32.0,0,1
2025-02-01,68,55.857142857142854,51.07142857142857,8.0,24.0,0,0
2025-02-02,60,52.42857142857143,49.785714285714285,16.0,14.0,0,0
2025-02-03,44,50.42857142857143,49.357142857142854,-28.0,1.0,0,0
2025-02-04,72,50.285714285714285,49.857142857142854,18.0,25.0,0,0
2025-02-05,54,46.714285714285715,48.07142857142857,5.0,8.0,0,0
2025-02-06,49,45.57142857142857,47.357142857142854,5.0,-1.0,0,0
2025-02-07,44,45.714285714285715,47.357142857142854,0.0,-4.0,0,0
2025-02-08,44,46.285714285714285,48.142857142857146,-2.0,-6.0,0,0
2025-02-09,46,47.142857142857146,48.5,3.0,-8.0,0,0
2025-02-10,43,48.285714285714285,48.785714285714285,-4.0,-8.0,0,0
2025-02-11,47,49.42857142857143,49.214285714285715,1.0,0.0,0,0
2025-02-12,46,49.42857142857143,47.642857142857146,-4.0,2.0,0,0
2025-02-13,50,49.142857142857146,45.857142857142854,2.0,1.0,0,0
